--- Installed packages inside container: ---
Package                            Version
---------------------------------- -------
grpcio                             1.74.0
grpcio-health-checking             1.74.0
grpcio-tools                       1.74.0
importlib_metadata                 8.7.0
opentelemetry-api                  1.36.0
opentelemetry-exporter-prometheus  0.57b0
opentelemetry-instrumentation      0.57b0
opentelemetry-instrumentation-grpc 0.57b0
opentelemetry-sdk                  1.36.0
opentelemetry-semantic-conventions 0.57b0
packaging                          25.0
pip                                23.0.1
prometheus_client                  0.22.1
protobuf                           6.31.1
setuptools                         58.1.0
typing_extensions                  4.14.1
wheel                              0.45.1
wrapt                              1.17.2
zipp                               3.23.0

[notice] A new release of pip is available: 23.0.1 -> 25.2
[notice] To update, run: pip install --upgrade pip
--- Starting server ---
2025-07-31 14:48:18,832 - root - INFO - Prometheus metrics server started on port 9464.
2025-07-31 15:00:49,586 - root - INFO - [Client: grpc-client-vm-5, Channel: 2] Stream closed normally by client. Processed 3094 messages.
2025-07-31 15:00:49,587 - root - INFO - [Client: grpc-client-vm-5, Channel: 2] Stream finished. Active streams: 17.0
2025-07-31 15:01:04,266 - root - INFO - [Client: grpc-client-vm-5, Channel: 2] Stream closed normally by client. Processed 3227 messages.
2025-07-31 15:01:04,266 - root - INFO - [Client: grpc-client-vm-5, Channel: 2] Stream finished. Active streams: 16.0
2025-07-31 15:01:28,503 - root - INFO - [Client: grpc-client-vm-5, Channel: 1] Stream closed normally by client. Processed 3306 messages.
2025-07-31 15:01:28,504 - root - INFO - [Client: grpc-client-vm-5, Channel: 1] Stream finished. Active streams: 15.0
2025-07-31 15:01:38,054 - root - INFO - [Client: grpc-client-vm-5, Channel: 0] Stream closed normally by client. Processed 3324 messages.
2025-07-31 15:01:38,054 - root - INFO - [Client: grpc-client-vm-5, Channel: 0] Stream finished. Active streams: 14.0
2025-07-31 15:01:50,665 - root - INFO - [Client: grpc-client-vm-5, Channel: 1] Stream opened. Active streams: 15.0
2025-07-31 15:01:50,666 - root - INFO - [Client: grpc-client-vm-5, Channel: 1] Stream opened. Active streams: 16.0
2025-07-31 15:01:52,654 - root - INFO - [Client: grpc-client-vm-5, Channel: 0] Stream closed normally by client. Processed 3450 messages.
2025-07-31 15:01:52,654 - root - INFO - [Client: grpc-client-vm-5, Channel: 0] Stream finished. Active streams: 15.0
2025-07-31 15:03:55,961 - root - INFO - [Client: grpc-client-vm-1, Channel: 0] Stream closed normally by client. Processed 3447 messages.
2025-07-31 15:03:55,962 - root - INFO - [Client: grpc-client-vm-1, Channel: 0] Stream finished. Active streams: 14.0
2025-07-31 15:03:58,529 - root - INFO - [Client: grpc-client-vm-1, Channel: 0] Stream closed normally by client. Processed 3465 messages.
2025-07-31 15:03:58,529 - root - INFO - [Client: grpc-client-vm-1, Channel: 0] Stream finished. Active streams: 13.0
2025-07-31 15:04:21,908 - root - INFO - [Client: grpc-client-vm-1, Channel: 0] Stream closed normally by client. Processed 3595 messages.
2025-07-31 15:04:21,908 - root - INFO - [Client: grpc-client-vm-1, Channel: 0] Stream finished. Active streams: 12.0
2025-07-31 15:04:23,293 - root - INFO - [Client: grpc-client-vm-1, Channel: 0] Stream opened. Active streams: 13.0
2025-07-31 15:04:23,294 - root - INFO - [Client: grpc-client-vm-1, Channel: 0] Stream opened. Active streams: 14.0
2025-07-31 15:04:34,658 - root - INFO - [Client: grpc-client-vm-6, Channel: 2] Stream opened. Active streams: 16.0
2025-07-31 15:04:34,658 - root - INFO - [Client: grpc-client-vm-6, Channel: 2] Stream opened. Active streams: 16.0
2025-07-31 15:05:29,035 - root - INFO - [Client: grpc-client-vm-2, Channel: 0] Stream closed normally by client. Processed 3369 messages.
2025-07-31 15:05:29,036 - root - INFO - [Client: grpc-client-vm-2, Channel: 0] Stream finished. Active streams: 15.0
2025-07-31 15:05:29,037 - root - INFO - [Client: grpc-client-vm-2, Channel: 0] Stream closed normally by client. Processed 3356 messages.
2025-07-31 15:05:29,037 - root - INFO - [Client: grpc-client-vm-2, Channel: 0] Stream finished. Active streams: 14.0
2025-07-31 15:05:51,407 - root - INFO - [Client: grpc-client-vm-2, Channel: 0] Stream closed normally by client. Processed 3469 messages.
2025-07-31 15:05:51,407 - root - INFO - [Client: grpc-client-vm-2, Channel: 0] Stream finished. Active streams: 13.0
2025-07-31 15:06:06,672 - root - INFO - [Client: grpc-client-vm-2, Channel: 0] Stream opened. Active streams: 14.0
2025-07-31 15:08:26,957 - root - INFO - [Client: grpc-client-vm-3, Channel: 1] Stream opened. Active streams: 16.0
2025-07-31 15:08:26,957 - root - INFO - [Client: grpc-client-vm-3, Channel: 1] Stream opened. Active streams: 16.0
2025-07-31 15:08:26,958 - root - INFO - [Client: grpc-client-vm-3, Channel: 1] Stream opened. Active streams: 17.0
2025-07-31 15:08:27,561 - root - INFO - [Client: grpc-client-vm-3, Channel: 0] Stream closed normally by client. Processed 3441 messages.
2025-07-31 15:08:27,561 - root - INFO - [Client: grpc-client-vm-3, Channel: 0] Stream finished. Active streams: 16.0
2025-07-31 15:08:27,562 - root - INFO - [Client: grpc-client-vm-3, Channel: 0] Stream closed normally by client. Processed 3456 messages.
2025-07-31 15:08:27,562 - root - INFO - [Client: grpc-client-vm-3, Channel: 0] Stream finished. Active streams: 15.0
2025-07-31 15:08:43,145 - root - INFO - [Client: grpc-client-vm-3, Channel: 0] Stream closed normally by client. Processed 3511 messages.
2025-07-31 15:08:43,145 - root - INFO - [Client: grpc-client-vm-3, Channel: 0] Stream finished. Active streams: 14.0
2025-07-31 15:08:50,040 - root - INFO - [Client: grpc-client-vm-3, Channel: 2] Stream opened. Active streams: 15.0
2025-07-31 15:08:50,041 - root - INFO - [Client: grpc-client-vm-3, Channel: 2] Stream opened. Active streams: 16.0
2025-07-31 15:10:29,985 - root - INFO - [Client: grpc-client-vm-4, Channel: 2] Stream closed normally by client. Processed 3196 messages.
2025-07-31 15:10:29,985 - root - INFO - [Client: grpc-client-vm-4, Channel: 2] Stream finished. Active streams: 15.0
2025-07-31 15:11:33,916 - root - INFO - [Client: grpc-client-vm-4, Channel: 0] Stream opened. Active streams: 16.0
2025-07-31 15:11:33,917 - root - INFO - [Client: grpc-client-vm-4, Channel: 0] Stream opened. Active streams: 17.0
2025-07-31 15:11:36,908 - root - INFO - [Client: grpc-client-vm-4, Channel: 2] Stream closed normally by client. Processed 3470 messages.
2025-07-31 15:11:36,909 - root - INFO - [Client: grpc-client-vm-4, Channel: 2] Stream finished. Active streams: 16.0
2025-07-31 15:11:41,102 - root - INFO - [Client: grpc-client-vm-4, Channel: 2] Stream opened. Active streams: 17.0
2025-07-31 15:11:41,104 - root - INFO - [Client: grpc-client-vm-4, Channel: 2] Stream opened. Active streams: 18.0
2025-07-31 15:11:43,035 - root - INFO - [Client: grpc-client-vm-4, Channel: 1] Stream closed normally by client. Processed 3577 messages.
2025-07-31 15:11:43,035 - root - INFO - [Client: grpc-client-vm-4, Channel: 1] Stream finished. Active streams: 17.0
2025-07-31 15:11:43,035 - root - INFO - [Client: grpc-client-vm-4, Channel: 1] Stream closed normally by client. Processed 3580 messages.
2025-07-31 15:11:43,035 - root - INFO - [Client: grpc-client-vm-4, Channel: 1] Stream finished. Active streams: 16.0
2025-07-31 15:12:38,985 - root - INFO - [Client: grpc-client-vm-5, Channel: 1] Stream closed normally by client. Processed 3228 messages.
2025-07-31 15:12:38,985 - root - INFO - [Client: grpc-client-vm-5, Channel: 1] Stream finished. Active streams: 15.0
2025-07-31 15:13:03,204 - root - INFO - [Client: grpc-client-vm-5, Channel: 1] Stream closed normally by client. Processed 3364 messages.
2025-07-31 15:13:03,204 - root - INFO - [Client: grpc-client-vm-5, Channel: 1] Stream finished. Active streams: 14.0
2025-07-31 15:14:17,668 - root - INFO - [Client: grpc-client-vm-5, Channel: 0] Stream opened. Active streams: 15.0
2025-07-31 15:14:54,921 - root - INFO - [Client: grpc-client-vm-6, Channel: 2] Stream closed normally by client. Processed 3107 messages.
2025-07-31 15:14:54,922 - root - INFO - [Client: grpc-client-vm-6, Channel: 2] Stream finished. Active streams: 14.0
2025-07-31 15:15:46,875 - root - INFO - [Client: grpc-client-vm-1, Channel: 0] Stream closed normally by client. Processed 3436 messages.
2025-07-31 15:15:46,876 - root - INFO - [Client: grpc-client-vm-1, Channel: 0] Stream finished. Active streams: 13.0
2025-07-31 15:15:54,922 - root - INFO - [Client: grpc-client-vm-6, Channel: 2] Stream closed normally by client. Processed 3367 messages.
2025-07-31 15:15:54,922 - root - INFO - [Client: grpc-client-vm-6, Channel: 2] Stream finished. Active streams: 12.0
2025-07-31 15:16:11,266 - root - INFO - [Client: grpc-client-vm-1, Channel: 0] Stream closed normally by client. Processed 3546 messages.
2025-07-31 15:16:11,266 - root - INFO - [Client: grpc-client-vm-1, Channel: 0] Stream finished. Active streams: 11.0
2025-07-31 15:16:30,296 - root - INFO - [Client: grpc-client-vm-1, Channel: 1] Stream opened. Active streams: 12.0
2025-07-31 15:16:30,297 - root - INFO - [Client: grpc-client-vm-1, Channel: 1] Stream opened. Active streams: 13.0
2025-07-31 15:16:33,304 - root - INFO - [Client: grpc-client-vm-6, Channel: 2] Stream opened. Active streams: 14.0
2025-07-31 15:16:33,305 - root - INFO - [Client: grpc-client-vm-6, Channel: 2] Stream opened. Active streams: 15.0
2025-07-31 15:16:34,046 - root - INFO - [Client: grpc-client-vm-2, Channel: 0] Stream closed normally by client. Processed 3140 messages.
2025-07-31 15:16:34,046 - root - INFO - [Client: grpc-client-vm-2, Channel: 0] Stream finished. Active streams: 14.0
2025-07-31 15:16:36,357 - root - INFO - [Client: grpc-client-vm-6, Channel: 1] Stream opened. Active streams: 15.0
2025-07-31 15:16:36,359 - root - INFO - [Client: grpc-client-vm-6, Channel: 1] Stream opened. Active streams: 17.0
2025-07-31 15:16:36,359 - root - INFO - [Client: grpc-client-vm-6, Channel: 1] Stream opened. Active streams: 17.0
2025-07-31 15:18:00,849 - root - INFO - [Client: grpc-client-vm-2, Channel: 1] Stream opened. Active streams: 18.0
2025-07-31 15:18:00,850 - root - INFO - [Client: grpc-client-vm-2, Channel: 1] Stream opened. Active streams: 19.0
2025-07-31 15:18:24,605 - root - INFO - [Client: grpc-client-vm-2, Channel: 2] Stream opened. Active streams: 20.0
2025-07-31 15:18:24,606 - root - INFO - [Client: grpc-client-vm-2, Channel: 2] Stream opened. Active streams: 21.0
2025-07-31 15:18:28,769 - root - INFO - [Client: grpc-client-vm-3, Channel: 1] Stream closed normally by client. Processed 3000 messages.
2025-07-31 15:18:28,769 - root - INFO - [Client: grpc-client-vm-3, Channel: 1] Stream finished. Active streams: 20.0
2025-07-31 15:19:49,392 - root - INFO - [Client: grpc-client-vm-3, Channel: 2] Stream closed normally by client. Processed 3311 messages.
2025-07-31 15:19:49,392 - root - INFO - [Client: grpc-client-vm-3, Channel: 2] Stream finished. Active streams: 19.0
2025-07-31 15:19:57,769 - root - INFO - [Client: grpc-client-vm-3, Channel: 1] Stream closed normally by client. Processed 3456 messages.
2025-07-31 15:19:57,770 - root - INFO - [Client: grpc-client-vm-3, Channel: 1] Stream finished. Active streams: 18.0
2025-07-31 15:19:57,770 - root - INFO - [Client: grpc-client-vm-3, Channel: 1] Stream closed normally by client. Processed 3464 messages.
2025-07-31 15:19:57,770 - root - INFO - [Client: grpc-client-vm-3, Channel: 1] Stream finished. Active streams: 17.0
2025-07-31 15:20:12,343 - root - INFO - [Client: grpc-client-vm-3, Channel: 2] Stream closed normally by client. Processed 3424 messages.
2025-07-31 15:20:12,343 - root - INFO - [Client: grpc-client-vm-3, Channel: 2] Stream finished. Active streams: 16.0
2025-07-31 15:20:23,146 - root - INFO - [Client: grpc-client-vm-3, Channel: 1] Stream opened. Active streams: 18.0
2025-07-31 15:20:23,147 - root - INFO - [Client: grpc-client-vm-3, Channel: 1] Stream opened. Active streams: 18.0
2025-07-31 15:20:42,066 - root - INFO - [Client: grpc-client-vm-3, Channel: 2] Stream opened. Active streams: 19.0
2025-07-31 15:20:42,068 - root - INFO - [Client: grpc-client-vm-3, Channel: 2] Stream opened. Active streams: 20.0
2025-07-31 15:20:42,069 - root - INFO - [Client: grpc-client-vm-3, Channel: 2] Stream opened. Active streams: 21.0
2025-07-31 15:22:58,334 - root - INFO - [Client: grpc-client-vm-4, Channel: 2] Stream closed normally by client. Processed 3376 messages.
2025-07-31 15:22:58,334 - root - INFO - [Client: grpc-client-vm-4, Channel: 2] Stream finished. Active streams: 20.0
2025-07-31 15:23:15,644 - root - INFO - [Client: grpc-client-vm-4, Channel: 0] Stream closed normally by client. Processed 3509 messages.
2025-07-31 15:23:15,644 - root - INFO - [Client: grpc-client-vm-4, Channel: 0] Stream finished. Active streams: 19.0
2025-07-31 15:23:15,644 - root - INFO - [Client: grpc-client-vm-4, Channel: 0] Stream closed normally by client. Processed 3501 messages.
2025-07-31 15:23:15,644 - root - INFO - [Client: grpc-client-vm-4, Channel: 0] Stream finished. Active streams: 18.0
2025-07-31 15:23:24,424 - root - INFO - [Client: grpc-client-vm-4, Channel: 2] Stream closed normally by client. Processed 3504 messages.
2025-07-31 15:23:24,424 - root - INFO - [Client: grpc-client-vm-4, Channel: 2] Stream finished. Active streams: 17.0
2025-07-31 15:23:38,366 - root - INFO - [Client: grpc-client-vm-4, Channel: 2] Stream opened. Active streams: 18.0
2025-07-31 15:23:38,367 - root - INFO - [Client: grpc-client-vm-4, Channel: 2] Stream opened. Active streams: 19.0
2025-07-31 15:23:39,845 - root - INFO - [Client: grpc-client-vm-4, Channel: 1] Stream opened. Active streams: 20.0
2025-07-31 15:23:39,846 - root - INFO - [Client: grpc-client-vm-4, Channel: 1] Stream opened. Active streams: 21.0
2025-07-31 15:23:39,847 - root - INFO - [Client: grpc-client-vm-4, Channel: 1] Stream opened. Active streams: 22.0
2025-07-31 15:25:10,044 - root - INFO - [Client: grpc-client-vm-5, Channel: 0] Stream closed normally by client. Processed 3276 messages.
2025-07-31 15:25:10,045 - root - INFO - [Client: grpc-client-vm-5, Channel: 0] Stream finished. Active streams: 21.0
2025-07-31 15:25:32,871 - root - INFO - [Client: grpc-client-vm-5, Channel: 1] Stream opened. Active streams: 22.0
2025-07-31 15:25:32,872 - root - INFO - [Client: grpc-client-vm-5, Channel: 1] Stream opened. Active streams: 24.0
2025-07-31 15:25:32,872 - root - INFO - [Client: grpc-client-vm-5, Channel: 1] Stream opened. Active streams: 24.0
2025-07-31 15:26:00,770 - root - INFO - [Client: grpc-client-vm-5, Channel: 0] Stream opened. Active streams: 25.0
2025-07-31 15:26:00,773 - root - INFO - [Client: grpc-client-vm-5, Channel: 0] Stream opened. Active streams: 26.0
2025-07-31 15:26:00,773 - root - INFO - [Client: grpc-client-vm-5, Channel: 0] Stream opened. Active streams: 27.0
2025-07-31 15:26:39,283 - root - INFO - [Client: grpc-client-vm-6, Channel: 1] Stream closed normally by client. Processed 2993 messages.
2025-07-31 15:26:39,283 - root - INFO - [Client: grpc-client-vm-6, Channel: 1] Stream finished. Active streams: 26.0
2025-07-31 15:27:12,705 - root - INFO - [Client: grpc-client-vm-6, Channel: 1] Stream closed normally by client. Processed 3185 messages.
2025-07-31 15:27:12,705 - root - INFO - [Client: grpc-client-vm-6, Channel: 1] Stream finished. Active streams: 25.0
2025-07-31 15:27:13,958 - root - INFO - [Client: grpc-client-vm-1, Channel: 1] Stream closed normally by client. Processed 3223 messages.
2025-07-31 15:27:13,958 - root - INFO - [Client: grpc-client-vm-1, Channel: 1] Stream finished. Active streams: 24.0
2025-07-31 15:27:30,561 - root - INFO - [Client: grpc-client-vm-6, Channel: 1] Stream closed normally by client. Processed 3246 messages.
2025-07-31 15:27:30,561 - root - INFO - [Client: grpc-client-vm-6, Channel: 1] Stream finished. Active streams: 23.0
2025-07-31 15:27:56,869 - root - INFO - [Client: grpc-client-vm-1, Channel: 1] Stream closed normally by client. Processed 3453 messages.
2025-07-31 15:27:56,869 - root - INFO - [Client: grpc-client-vm-1, Channel: 1] Stream finished. Active streams: 22.0
2025-07-31 15:28:08,084 - root - INFO - [Client: grpc-client-vm-1, Channel: 0] Stream opened. Active streams: 23.0
2025-07-31 15:28:08,086 - root - INFO - [Client: grpc-client-vm-1, Channel: 0] Stream opened. Active streams: 24.0
2025-07-31 15:28:08,087 - root - INFO - [Client: grpc-client-vm-1, Channel: 0] Stream opened. Active streams: 25.0
2025-07-31 15:28:26,829 - root - INFO - [Client: grpc-client-vm-6, Channel: 2] Stream closed normally by client. Processed 3561 messages.
2025-07-31 15:28:26,829 - root - INFO - [Client: grpc-client-vm-6, Channel: 2] Stream finished. Active streams: 24.0
2025-07-31 15:28:26,829 - root - INFO - [Client: grpc-client-vm-6, Channel: 2] Stream closed normally by client. Processed 3604 messages.
2025-07-31 15:28:26,829 - root - INFO - [Client: grpc-client-vm-6, Channel: 2] Stream finished. Active streams: 23.0
2025-07-31 15:28:41,543 - root - INFO - [Client: grpc-client-vm-1, Channel: 2] Stream opened. Active streams: 25.0
2025-07-31 15:28:41,543 - root - INFO - [Client: grpc-client-vm-1, Channel: 2] Stream opened. Active streams: 25.0
2025-07-31 15:28:55,293 - root - INFO - [Client: grpc-client-vm-2, Channel: 1] Stream closed normally by client. Processed 3248 messages.
2025-07-31 15:28:55,293 - root - INFO - [Client: grpc-client-vm-2, Channel: 1] Stream finished. Active streams: 24.0
2025-07-31 15:29:22,897 - root - INFO - [Client: grpc-client-vm-2, Channel: 2] Stream closed normally by client. Processed 3329 messages.
2025-07-31 15:29:22,897 - root - INFO - [Client: grpc-client-vm-2, Channel: 2] Stream finished. Active streams: 23.0
2025-07-31 15:29:29,994 - root - INFO - [Client: grpc-client-vm-2, Channel: 2] Stream closed normally by client. Processed 3326 messages.
2025-07-31 15:29:29,994 - root - INFO - [Client: grpc-client-vm-2, Channel: 2] Stream finished. Active streams: 22.0
2025-07-31 15:29:47,967 - root - INFO - [Client: grpc-client-vm-2, Channel: 1] Stream closed normally by client. Processed 3545 messages.
2025-07-31 15:29:47,967 - root - INFO - [Client: grpc-client-vm-2, Channel: 1] Stream finished. Active streams: 21.0
2025-07-31 15:29:51,327 - root - INFO - [Client: grpc-client-vm-2, Channel: 1] Stream opened. Active streams: 23.0
2025-07-31 15:29:51,327 - root - INFO - [Client: grpc-client-vm-2, Channel: 1] Stream opened. Active streams: 23.0
2025-07-31 15:30:26,642 - root - INFO - [Client: grpc-client-vm-3, Channel: 1] Stream finished. Active streams: 22.0
2025-07-31 15:30:56,247 - root - INFO - [Client: grpc-client-vm-3, Channel: 2] Stream closed normally by client. Processed 3050 messages.
2025-07-31 15:30:56,248 - root - INFO - [Client: grpc-client-vm-3, Channel: 2] Stream finished. Active streams: 21.0
2025-07-31 15:31:03,792 - root - INFO - [Client: grpc-client-vm-3, Channel: 2] Stream closed normally by client. Processed 3104 messages.
2025-07-31 15:31:03,792 - root - INFO - [Client: grpc-client-vm-3, Channel: 2] Stream finished. Active streams: 20.0
2025-07-31 15:31:03,793 - root - INFO - [Client: grpc-client-vm-1, Channel: 2] Stream finished. Active streams: 19.0
2025-07-31 15:31:04,567 - root - INFO - [Client: grpc-client-vm-3, Channel: 2] Stream closed normally by client. Processed 3108 messages.
2025-07-31 15:31:04,567 - root - INFO - [Client: grpc-client-vm-3, Channel: 2] Stream finished. Active streams: 18.0
2025-07-31 15:32:08,987 - root - INFO - [Client: grpc-client-vm-3, Channel: 2] Stream opened. Active streams: 20.0
2025-07-31 15:32:08,987 - root - INFO - [Client: grpc-client-vm-3, Channel: 2] Stream opened. Active streams: 20.0
2025-07-31 15:32:16,085 - root - INFO - [Client: grpc-client-vm-3, Channel: 1] Stream closed normally by client. Processed 3518 messages.
2025-07-31 15:32:16,085 - root - INFO - [Client: grpc-client-vm-3, Channel: 1] Stream finished. Active streams: 19.0
2025-07-31 15:32:17,244 - root - INFO - [Client: grpc-client-vm-3, Channel: 1] Stream opened. Active streams: 20.0
2025-07-31 15:32:17,246 - root - INFO - [Client: grpc-client-vm-3, Channel: 1] Stream opened. Active streams: 22.0
2025-07-31 15:32:17,246 - root - INFO - [Client: grpc-client-vm-3, Channel: 1] Stream opened. Active streams: 22.0
2025-07-31 15:34:04,459 - root - INFO - [Client: grpc-client-vm-4, Channel: 2] Stream closed normally by client. Processed 3132 messages.
2025-07-31 15:34:04,459 - root - INFO - [Client: grpc-client-vm-4, Channel: 2] Stream finished. Active streams: 21.0
2025-07-31 15:34:04,622 - root - INFO - [Client: grpc-client-vm-4, Channel: 1] Stream closed normally by client. Processed 3145 messages.
2025-07-31 15:34:04,622 - root - INFO - [Client: grpc-client-vm-4, Channel: 1] Stream finished. Active streams: 20.0
2025-07-31 15:34:10,647 - root - INFO - [Client: grpc-client-vm-4, Channel: 2] Stream closed normally by client. Processed 3170 messages.
2025-07-31 15:34:10,647 - root - INFO - [Client: grpc-client-vm-4, Channel: 2] Stream finished. Active streams: 19.0
2025-07-31 15:34:49,015 - root - INFO - [Client: grpc-client-vm-4, Channel: 1] Stream closed normally by client. Processed 3343 messages.
2025-07-31 15:34:49,015 - root - INFO - [Client: grpc-client-vm-4, Channel: 1] Stream finished. Active streams: 18.0
2025-07-31 15:34:56,415 - root - INFO - [Client: grpc-client-vm-4, Channel: 1] Stream closed normally by client. Processed 3324 messages.
2025-07-31 15:34:56,415 - root - INFO - [Client: grpc-client-vm-4, Channel: 1] Stream finished. Active streams: 17.0
2025-07-31 15:35:19,689 - root - INFO - [Client: grpc-client-vm-4, Channel: 0] Stream opened. Active streams: 18.0
2025-07-31 15:35:19,690 - root - INFO - [Client: grpc-client-vm-4, Channel: 0] Stream opened. Active streams: 19.0
2025-07-31 15:35:19,691 - root - INFO - [Client: grpc-client-vm-4, Channel: 0] Stream opened. Active streams: 20.0
2025-07-31 15:35:53,204 - root - INFO - [Client: grpc-client-vm-5, Channel: 1] Stream closed normally by client. Processed 3106 messages.
2025-07-31 15:35:53,205 - root - INFO - [Client: grpc-client-vm-5, Channel: 1] Stream finished. Active streams: 19.0
2025-07-31 15:36:11,519 - root - INFO - [Client: grpc-client-vm-5, Channel: 0] Stream closed normally by client. Processed 3046 messages.
2025-07-31 15:36:11,519 - root - INFO - [Client: grpc-client-vm-5, Channel: 0] Stream finished. Active streams: 18.0
2025-07-31 15:36:11,519 - root - INFO - [Client: grpc-client-vm-5, Channel: 0] Stream closed normally by client. Processed 3016 messages.
2025-07-31 15:36:11,520 - root - INFO - [Client: grpc-client-vm-5, Channel: 0] Stream finished. Active streams: 17.0
2025-07-31 15:36:34,131 - root - INFO - [Client: grpc-client-vm-5, Channel: 1] Stream closed normally by client. Processed 3274 messages.
2025-07-31 15:36:34,131 - root - INFO - [Client: grpc-client-vm-5, Channel: 1] Stream finished. Active streams: 16.0
2025-07-31 15:37:06,484 - root - INFO - [Client: grpc-client-vm-5, Channel: 1] Stream closed normally by client. Processed 3436 messages.
2025-07-31 15:37:06,484 - root - INFO - [Client: grpc-client-vm-5, Channel: 1] Stream finished. Active streams: 15.0
2025-07-31 15:37:16,103 - root - INFO - [Client: grpc-client-vm-5, Channel: 0] Stream closed normally by client. Processed 3341 messages.
2025-07-31 15:37:16,103 - root - INFO - [Client: grpc-client-vm-5, Channel: 0] Stream finished. Active streams: 14.0
2025-07-31 15:37:39,723 - root - INFO - [Client: grpc-client-vm-5, Channel: 0] Stream opened. Active streams: 15.0
2025-07-31 15:37:39,724 - root - INFO - [Client: grpc-client-vm-5, Channel: 0] Stream opened. Active streams: 16.0
2025-07-31 15:39:00,632 - root - INFO - [Client: grpc-client-vm-1, Channel: 0] Stream closed normally by client. Processed 3296 messages.
2025-07-31 15:39:00,632 - root - INFO - [Client: grpc-client-vm-1, Channel: 0] Stream finished. Active streams: 15.0
2025-07-31 15:39:49,357 - root - INFO - [Client: grpc-client-vm-1, Channel: 0] Stream closed normally by client. Processed 3544 messages.
2025-07-31 15:39:49,357 - root - INFO - [Client: grpc-client-vm-1, Channel: 0] Stream finished. Active streams: 14.0
2025-07-31 15:39:52,624 - root - INFO - [Client: grpc-client-vm-1, Channel: 0] Stream closed normally by client. Processed 3515 messages.
2025-07-31 15:39:52,625 - root - INFO - [Client: grpc-client-vm-1, Channel: 0] Stream finished. Active streams: 13.0
2025-07-31 15:39:58,776 - root - INFO - [Client: grpc-client-vm-1, Channel: 1] Stream opened. Active streams: 14.0
2025-07-31 15:39:58,776 - root - INFO - [Client: grpc-client-vm-1, Channel: 1] Stream opened. Active streams: 15.0
2025-07-31 15:40:01,519 - root - INFO - [Client: grpc-client-vm-6, Channel: 1] Stream opened. Active streams: 16.0
2025-07-31 15:40:01,520 - root - INFO - [Client: grpc-client-vm-6, Channel: 1] Stream opened. Active streams: 17.0
